"Website URL","Is Scam Website","Scam Type","Website Content Notes"
"https://zoom.us/signin","No","Not a Scam","Official account login website operated by Zoom. Its legitimate workflow requests Account email and password. Page title: ""Sign In | Zoom"". Verified on 2026-06-14: HTTP 200, page loaded successfully, and detected 51 input field(s), 3 button(s). No data was submitted."
"https://www.usbank.com/index.html","No","Not a Scam","Official online banking website operated by U.S. Bank. Its legitimate workflow requests Banking username and password. Page title: ""Personal Banking, Credit Cards, Loans & Investing | U.S. Bank"". Verified on 2026-06-14: HTTP 200, page loaded successfully, and detected 1 form(s), 17 input field(s), 59 button(s). No data was submitted."
"https://www.megabank.com.tw/","No","Not a Scam","Official online banking website operated by Mega International Commercial Bank. Its legitimate workflow requests Online banking identity and account credentials. Page title: ""兆豐銀行"". Verified on 2026-06-14: HTTP 200, page loaded successfully, and detected 8 input field(s), 74 button(s). No data was submitted."
"https://www.aa.com/","No","Not a Scam","Official travel transaction website operated by American Airlines. Its legitimate workflow requests Passenger identity, contact, and payment card data. Page title: ""American Airlines - Airline tickets and low fares at aa.com"". Verified on 2026-06-14: HTTP 200, page loaded successfully, and detected 2 form(s), 29 input field(s), 5 button(s), 7 select field(s). No data was submitted."
"https://login.salesforce.com/","No","Not a Scam","Official business account website operated by Salesforce. Its legitimate workflow requests Business account username and password. Page title: ""Login | Salesforce"". Verified on 2026-06-14: HTTP 200, page loaded successfully, and detected 2 form(s), 37 input field(s), 4 button(s). No data was submitted."
"https://www.sc.com/tw/","No","Not a Scam","Official online banking website operated by Standard Chartered Taiwan. Its legitimate workflow requests Online banking identity and account credentials. Page title: ""渣打銀行台灣 &#8211; 渣打銀行台灣"". Verified on 2026-06-14: HTTP 200, page loaded successfully, and detected 25 input field(s), 25 button(s). No data was submitted."
"https://www.taishinbank.com.tw/TSB/personal/","No","Not a Scam","Official online banking website operated by Taishin International Bank. Its legitimate workflow requests Online banking identity and account credentials. Page title: ""個人金融 - 台新銀行"". Verified on 2026-06-14: HTTP 200, page loaded successfully, and detected 5 form(s), 15 input field(s), 10 button(s), 5 select field(s). No data was submitted."
"https://www.pnc.com/en/personal-banking.html","No","Not a Scam","Official online banking website operated by PNC Bank. Its legitimate workflow requests Online banking user ID and password. Page title: ""PNC Personal Banking"". Verified on 2026-06-14: HTTP 200, page loaded successfully, and detected 3 form(s), 16 input field(s), 20 button(s). No data was submitted."
"https://www.wellsfargo.com/","No","Not a Scam","Official online banking website operated by Wells Fargo. Its legitimate workflow requests Online banking username and password. Page title: ""Wells Fargo Bank | Financial Services & Online Banking"". Verified on 2026-06-14: HTTP 200, page loaded successfully, and detected 4 form(s), 15 input field(s), 13 button(s), 1 select field(s). No data was submitted."
"https://www.dell.com/","No","Not a Scam","Official e-commerce transaction website operated by Dell. Its legitimate workflow requests Checkout recipient, address, and payment card data. Page title: ""戴爾-官方網站 | Dell 台灣"". Verified on 2026-06-14: HTTP 200, page loaded successfully, and detected 4 input field(s), 56 button(s). No data was submitted."
"https://www.ebay.com/","No","Not a Scam","Official e-commerce transaction website operated by eBay. Its legitimate workflow requests Shopping account, shipping address, and payment data. Page title: ""Electronics, Cars, Fashion, Collectibles & More | eBay"". Verified on 2026-06-14: HTTP 200, page loaded successfully, and detected 1 form(s), 6 input field(s), 36 button(s), 1 select field(s). No data was submitted."
"https://reg.usps.com/login","No","Not a Scam","Official logistics account website operated by United States Postal Service. Its legitimate workflow requests Shipping account username and password. Page title: ""USPS.com&reg; - Sign In"". Verified on 2026-06-14: HTTP 200, page loaded successfully, and detected 2 form(s), 12 input field(s), 11 button(s). No data was submitted."
"https://github.com/login","No","Not a Scam","Official account login website operated by GitHub. Its legitimate workflow requests Account username or email and password. Page title: ""Sign in to GitHub · GitHub"". Verified on 2026-06-14: HTTP 200, page loaded successfully, and detected 1 form(s), 16 input field(s), 8 button(s). No data was submitted."
"https://www.tdbank.com/","No","Not a Scam","Official online banking website operated by TD Bank. Its legitimate workflow requests Online banking username and password. Page title: ""Online Banking, Loans, Credit Cards & Home Lending | TD Bank"". Verified on 2026-06-14: HTTP 200, page loaded successfully, and detected 1 form(s), 9 input field(s), 15 button(s), 1 text area(s). No data was submitted."
"https://www.hncb.com.tw/","No","Not a Scam","Official online banking website operated by Hua Nan Commercial Bank. Its legitimate workflow requests Online banking identity and account credentials. Page title: ""個人金融：華南銀行"". Verified on 2026-06-14: HTTP 200, page loaded successfully, and detected 1 form(s), 1 input field(s), 30 button(s). No data was submitted."
"https://secure.indeed.com/auth","No","Not a Scam","Official employment account website operated by Indeed. Its legitimate workflow requests Employment account email and password. Page title: ""Sign In | Indeed Accounts"". Verified on 2026-06-14: HTTP 200, page loaded successfully, and detected 3 form(s), 10 input field(s), 4 button(s). No data was submitted."
"https://www.costco.com/LogonForm","No","Not a Scam","Official e-commerce account website operated by Costco. Its legitimate workflow requests Shopping account email and password. Page title: ""Loading..."". Verified on 2026-06-14: HTTP 200, page loaded successfully, and detected 3 form(s), 4 input field(s), 5 button(s), 3 select field(s), 1 text area(s). No data was submitted."
"https://www.firstbank.com.tw/","No","Not a Scam","Official online banking website operated by First Commercial Bank. Its legitimate workflow requests Online banking identity and account credentials. Page title: ""個人金融 | 第一銀行"". Verified on 2026-06-14: HTTP 200, page loaded successfully, and detected 2 form(s), 3 input field(s), 17 button(s). No data was submitted."
"https://www.schwab.com/","No","Not a Scam","Official investment account website operated by Charles Schwab. Its legitimate workflow requests Investment account login credentials. Page title: ""Charles Schwab | A Modern Approach to Investing and Retirement Planning | Charles Schwab"". Verified on 2026-06-14: HTTP 200, page loaded successfully, and detected 1 form(s), 1 input field(s), 23 button(s), 1 select field(s). No data was submitted."
"https://www.americanexpress.com/","No","Not a Scam","Official financial account website operated by American Express. Its legitimate workflow requests Card account username and password. Page title: ""台灣美國運通 | 登入"". Verified on 2026-06-14: HTTP 200, page loaded successfully, and detected 1 form(s), 2 input field(s), 22 button(s). No data was submitted."
"https://secure.login.gov/","No","Not a Scam","Official government identity website operated by Login.gov. Its legitimate workflow requests Government account email and password. Page title: ""Sign in | Login.gov"". Verified on 2026-06-14: HTTP 200, page loaded successfully, and detected 2 form(s), 8 input field(s), 4 button(s). No data was submitted."
"https://www.o-bank.com/","No","Not a Scam","Official online banking website operated by O-Bank. Its legitimate workflow requests Online banking identity and account credentials. Page title: ""王道銀行｜原生數位銀行｜提供個人信貸、房貸、基金投資與保險服務"". Verified on 2026-06-14: HTTP 200, page loaded successfully, and detected 1 form(s), 10 input field(s), 1 select field(s). No data was submitted."
"https://www.capitalone.com/","No","Not a Scam","Official online banking website operated by Capital One. Its legitimate workflow requests Banking username and password. Page title: ""Capital One | Credit Cards, Checking, Savings & Auto Loans"". Verified on 2026-06-14: HTTP 200, page loaded successfully, and detected 2 form(s), 3 input field(s), 11 button(s). No data was submitted."
"https://www.chase.com/","No","Not a Scam","Official online banking website operated by JPMorgan Chase. Its legitimate workflow requests Banking username and password. Page title: ""Credit Card, Mortgage, Banking, Auto | Chase Online | Chase.com"". Verified on 2026-06-14: HTTP 200, page loaded successfully, and detected 1 form(s), 3 input field(s), 13 button(s). No data was submitted."
"https://account.box.com/login","No","Not a Scam","Official account login website operated by Box. Its legitimate workflow requests Account email and password. Page title: ""Box | Login"". Verified on 2026-06-14: HTTP 200, page loaded successfully, and detected 1 form(s), 8 input field(s), 2 button(s). No data was submitted."
"https://appleid.apple.com/sign-in","No","Not a Scam","Official account login website operated by Apple. Its legitimate workflow requests Apple Account email or phone and password. Page title: ""Manage your Apple Account"". Verified on 2026-06-14: HTTP 200, page loaded successfully, and detected 1 form(s), 5 input field(s), 4 button(s). No data was submitted."
"https://www.linkedin.com/login","No","Not a Scam","Official account login website operated by LinkedIn. Its legitimate workflow requests Account email or phone and password. Page title: ""登入 LinkedIn | LinkedIn"". Verified on 2026-06-14: HTTP 200, page loaded successfully, and detected 6 input field(s), 6 button(s). No data was submitted."
"https://has.nlma.gov.tw/house300e/member/login","No","Not a Scam","Official government benefits website operated by National Land Management Agency, Taiwan. Its legitimate workflow requests National ID number and National Health Insurance card number. Page title: ""線上申請 | 300億元中央擴大租金補貼專案"". Verified on 2026-06-14: HTTP 200, page loaded successfully, and detected 1 form(s), 6 input field(s), 1 button(s). No data was submitted."
"https://www.airbnb.com/login","No","Not a Scam","Official travel account website operated by Airbnb. Its legitimate workflow requests Travel account phone, email, or identity credentials. Page title: ""Log In / Sign Up - Airbnb"". Verified on 2026-06-14: HTTP 200, page loaded successfully, and detected 1 form(s), 1 input field(s), 10 button(s). No data was submitted."
"https://login.yahoo.com/","No","Not a Scam","Official account login website operated by Yahoo. Its legitimate workflow requests Account username, email, or phone and password. Page title: ""Login - Sign in to Yahoo"". Verified on 2026-06-14: HTTP 200, page loaded successfully, and detected 1 form(s), 6 input field(s), 2 button(s). No data was submitted."
"https://www.coursera.org/?authMode=login","No","Not a Scam","Official education account website operated by Coursera. Its legitimate workflow requests Education account email and password. Page title: ""Coursera | Online Courses & Credentials From Top Educators. Join for Free"". Verified on 2026-06-14: HTTP 200, page loaded successfully, and detected 1 form(s), 1 input field(s), 10 button(s). No data was submitted."
"https://www.facebook.com/login/","No","Not a Scam","Official account login website operated by Facebook. Its legitimate workflow requests Account email or phone and password. Page title: ""Facebook"". Verified on 2026-06-14: HTTP 200, page loaded successfully, and detected 1 form(s), 4 input field(s). No data was submitted."
"https://account.lyft.com/auth","No","Not a Scam","Official transportation account website operated by Lyft. Its legitimate workflow requests Transportation account phone number. Page title: ""Log in"". Verified on 2026-06-14: HTTP 200, page loaded successfully, and detected 1 form(s), 2 input field(s), 4 button(s), 1 select field(s). No data was submitted."
"https://www.hp.com/","No","Not a Scam","Official e-commerce transaction website operated by HP. Its legitimate workflow requests Checkout recipient, address, and payment card data. Page title: ""筆記型電腦、桌上型電腦、印表機等 | HP® 惠普台灣"". Verified on 2026-06-14: HTTP 200, page loaded successfully, and detected 3 input field(s), 6 button(s). No data was submitted."
"https://www.landbank.com.tw/","No","Not a Scam","Official online banking website operated by Land Bank of Taiwan. Its legitimate workflow requests Online banking identity and account credentials. Page title: ""臺灣土地銀行"". Verified on 2026-06-14: HTTP 200, page loaded successfully, and detected 1 form(s), 2 input field(s), 3 button(s). No data was submitted."
"https://www.uber.com/global/en/sign-in/","No","Not a Scam","Official transportation account website operated by Uber. Its legitimate workflow requests Transportation account phone or email. Page title: ""Uber Login | Uber Official Site"". Verified on 2026-06-14: HTTP 200, page loaded successfully, and detected 1 input field(s), 10 button(s). No data was submitted."
"https://www.dbs.com.tw/","No","Not a Scam","Official online banking website operated by DBS Taiwan. Its legitimate workflow requests Online banking identity and account credentials. Page title: ""DBS Bank | Taiwan"". Verified on 2026-06-14: HTTP 200, page loaded successfully, and detected 1 input field(s), 10 button(s). No data was submitted."
"https://www.instacart.com/login","No","Not a Scam","Official delivery account website operated by Instacart. Its legitimate workflow requests Delivery account email or phone and password. Page title: ""Instacart Login | Online Account Access | Instacart"". Verified on 2026-06-14: HTTP 200, page loaded successfully, and detected 1 form(s), 1 input field(s), 5 button(s). No data was submitted."
"https://www.instagram.com/accounts/login/","No","Not a Scam","Official account login website operated by Instagram. Its legitimate workflow requests Account username and password. Page title: ""Instagram"". Verified on 2026-06-14: HTTP 200, page loaded successfully, and detected 1 form(s), 3 input field(s). No data was submitted."
"https://account.docusign.com/","No","Not a Scam","Official business account website operated by DocuSign. Its legitimate workflow requests Document signing account email and password. Page title: ""Docusign"". Verified on 2026-06-14: HTTP 200, page loaded successfully, and detected 1 form(s), 2 input field(s). No data was submitted."
"https://www.fubon.com/banking/personal/","No","Not a Scam","Official online banking website operated by Taipei Fubon Bank. Its legitimate workflow requests Online banking identity and account credentials. Page title: ""個人金融-台北富邦銀行"". Verified on 2026-06-14: HTTP 200, page loaded successfully, and detected 2 input field(s), 1 button(s). No data was submitted."
"https://www.momoshop.com.tw/","No","Not a Scam","Official e-commerce transaction website operated by momo Shopping. Its legitimate workflow requests Checkout recipient, address, and payment card data. Page title: ""momo購物網 - 好評推薦 - 2026年6月"". Verified on 2026-06-14: HTTP 200, page loaded successfully, and detected 1 input field(s), 3 button(s). No data was submitted."
"https://www.esunbank.com/zh-tw/personal","No","Not a Scam","Official online banking website operated by E.SUN Bank. Its legitimate workflow requests Online banking identity and account credentials. Page title: ""個人金融 - 玉山銀行"". Verified on 2026-06-14: HTTP 200, page loaded successfully, and detected 3 button(s). No data was submitted."
"https://www.tcb-bank.com.tw/","No","Not a Scam","Official online banking website operated by Taiwan Cooperative Bank. Its legitimate workflow requests Online banking identity and account credentials. Page title: ""個人金融 | 合作金庫商業銀行官方網站"". Verified on 2026-06-14: HTTP 200, page loaded successfully, and detected 1 input field(s), 1 button(s). No data was submitted."
"https://www.lenovo.com/","No","Not a Scam","Official e-commerce transaction website operated by Lenovo. Its legitimate workflow requests Checkout recipient, address, and payment card data. Page title: ""Lenovo® 台灣網站 | 筆記本電腦、台式電腦、平板電腦、數據中心 | 台灣 聯想"". Verified on 2026-06-14: HTTP 200, page loaded successfully, and detected 1 button(s). No data was submitted."
"https://login.live.com/","No","Not a Scam","Official account login website operated by Microsoft. Its legitimate workflow requests Account email or phone and password. Page title: ""Sign in to your Microsoft account"". Verified on 2026-06-14: HTTP 200, page loaded successfully, and detected 1 input field(s). No data was submitted."
"https://www.eventbrite.com/signin/","No","Not a Scam","Official ticketing account website operated by Eventbrite. Its legitimate workflow requests Ticketing account email and password. Page title: ""Eventbrite - Log In and Sign In"". Verified on 2026-06-14: HTTP 200, page loaded successfully, and detected 1 input field(s). No data was submitted."
"https://wise.com/login/","No","Not a Scam","Official payment account website operated by Wise. Its legitimate workflow requests Payment account email and password. Page title: ""Wise - Login"". Verified on 2026-06-14: HTTP 200, page loaded successfully, and detected 1 button(s). No data was submitted."
